time_epoch_s,time_local,t_elapsed_s,meas1_raw_dBm,meas2_raw_dBm,meas3_raw_dBm,meas1_corr_dBm,meas2_corr_dBm,meas3_corr_dBm,sim_ref_W,sim_ref_dBm,sim_fwd_W,sim_fwd_dBm,sim_tx_W,sim_tx_dBm
1760697367.141151,2025-10-17 12:36:07,40.552899,-62.0367852,-69.5513067,-62.3093421,-62.0367852,-69.5513067,-62.3093421,0.0037918144696774733,5.788470795187457,10.000000000000002,40.0,0.6409560117264534,28.068282252754543
1760697367.151150,2025-10-17 12:36:07,40.562898,-62.0608742,-69.5513067,-62.3226361,-62.0608742,-69.5513067,-62.3226361,0.003760910082806834,5.752929502775885,10.000000000000002,40.0,0.6410599726928019,28.068986607063163
1760697367.196439,2025-10-17 12:36:07,40.608187,-62.0711281,-70.5016594,-62.3385919,-62.0711281,-70.5016594,-62.3385919,0.0036230689954955216,5.5907660455003985,10.000000000000002,40.0,0.6415290565691855,28.07216331516683
1760697367.249592,2025-10-17 12:36:07,40.661340,-62.0773827,-73.1490025,-62.3212126,-62.0773827,-73.1490025,-62.3212126,0.003467478694852423,5.400138013281762,10.000000000000002,40.0,0.6420696089225575,28.07582113944537
1760697367.309655,2025-10-17 12:36:07,40.721403,-62.0768814,-69.0308976,-62.2837486,-62.0768814,-69.0308976,-62.2837486,0.003299447954737877,5.184412822212764,10.000000000000002,40.0,0.6426674530550388,28.079863062640403
1760697367.354658,2025-10-17 12:36:07,40.766407,-62.0768814,-68.6217057,-62.2837486,-62.0768814,-68.6217057,-62.2837486,0.003179277382199444,5.023284204291855,10.000000000000002,40.0,0.6431045808050696,28.082816030538908
1760697367.356656,2025-10-17 12:36:07,40.768404,-62.0722674,-68.6217057,-62.2837486,-62.0722674,-68.6217057,-62.2837486,0.0031740910714845613,5.016193834382953,10.000000000000002,40.0,0.6431236340931352,28.08294469725254
1760697367.375656,2025-10-17 12:36:07,40.787404,-62.0722674,-68.6217057,-62.2674934,-62.0722674,-68.6217057,-62.2674934,0.0031250230799195777,4.948532291823984,10.000000000000002,40.0,0.6433046884594432,28.084167165871314
1760697367.397225,2025-10-17 12:36:07,40.808974,-62.0722674,-67.6254323,-62.2674934,-62.0722674,-67.6254323,-62.2674934,0.0030702081035381243,4.871678136384936,10.000000000000002,40.0,0.6435086681233231,28.085544012680252
1760697367.416734,2025-10-17 12:36:07,40.828483,-62.0868827,-67.6254323,-61.8752846,-62.0868827,-67.6254323,-61.8752846,0.0030214783571370298,4.802194877423027,10.000000000000002,40.0,0.643691564995467,28.086778181239584
1760697367.444734,2025-10-17 12:36:07,40.856482,-62.0868827,-68.2885084,-61.8752846,-62.0868827,-68.2885084,-61.8752846,0.0029527707396176583,4.702297285823608,10.000000000000002,40.0,0.6439520139438052,28.088535057823655
1760697367.464735,2025-10-17 12:36:07,40.876483,-62.0700681,-68.2885084,-61.8752846,-62.0700681,-68.2885084,-61.8752846,0.0029047287838569447,4.631055883018703,10.000000000000002,40.0,0.644135962054834,28.089775464559967
1760697367.469734,2025-10-17 12:36:07,40.881483,-62.0700681,-68.2885084,-61.52672,-62.0700681,-68.2885084,-61.52672,0.002892878637391958,4.613302144234559,10.000000000000002,40.0,0.6441815726114385,28.090082972802694
1760697367.489738,2025-10-17 12:36:07,40.901486,-62.0700681,-68.5124687,-61.52672,-62.0700681,-68.5124687,-61.52672,0.0028458044285464583,4.542050508707085,10.000000000000002,40.0,0.6443637039894976,28.091310692999038
