time_epoch_s,time_local,t_elapsed_s,meas1_raw_dBm,meas2_raw_dBm,meas3_raw_dBm,meas1_corr_dBm,meas2_corr_dBm,meas3_corr_dBm,sim_W,sim_dBm
1760688841.679588,2025-10-17 10:14:01,13.286437,,-65.0171541,,,-65.0171541,,,
1760688841.721100,2025-10-17 10:14:01,13.327949,,-65.1920582,,,-65.1920582,,,
1760688841.731098,2025-10-17 10:14:01,13.337947,-62.1765153,-65.1920582,,-62.1765153,-65.1920582,,,
1760688841.743098,2025-10-17 10:14:01,13.349946,-62.1765153,-65.1920582,-62.3076943,-62.1765153,-65.1920582,-62.3076943,,
1760688841.770100,2025-10-17 10:14:01,13.376949,-62.1765153,-65.4473047,-62.3076943,-62.1765153,-65.4473047,-62.3076943,,
1760688841.781608,2025-10-17 10:14:01,13.388457,-62.1815494,-65.4473047,-62.3076943,-62.1815494,-65.4473047,-62.3076943,,
1760688841.807123,2025-10-17 10:14:01,13.413972,-62.1815494,-65.4473047,-62.3087966,-62.1815494,-65.4473047,-62.3087966,,
1760688841.823124,2025-10-17 10:14:01,13.429973,-62.1815494,-65.5478401,-62.3087966,-62.1815494,-65.5478401,-62.3087966,9.91033743106001,39.96088441766058
1760688841.831122,2025-10-17 10:14:01,13.437971,-62.1900838,-65.5478401,-62.3087966,-62.1900838,-65.5478401,-62.3087966,9.845705988962258,39.93246862791827
1760688841.864123,2025-10-17 10:14:01,13.470972,-62.1900838,-65.5478401,-62.3017694,-62.1900838,-65.5478401,-62.3017694,9.582091518936501,39.81460314505773
1760688841.874122,2025-10-17 10:14:01,13.480971,-62.1900838,-65.506968,-62.3017694,-62.1900838,-65.506968,-62.3017694,9.503996554409236,39.779062701874835
1760688841.887636,2025-10-17 10:14:01,13.494485,-62.2050333,-65.506968,-62.3017694,-62.2050333,-65.506968,-62.3017694,9.399374739312602,39.73098964631831
1760688841.910148,2025-10-17 10:14:01,13.516997,-62.2050333,-65.506968,-62.2976847,-62.2050333,-65.506968,-62.2976847,9.22733095368977,39.65076097590023
1760688841.916148,2025-10-17 10:14:01,13.522997,-62.2050333,-65.4973135,-62.2976847,-62.2050333,-65.4973135,-62.2976847,9.182163961638965,39.6294504349418
1760688841.950150,2025-10-17 10:14:01,13.556999,-62.1868053,-65.4973135,-62.2976847,-62.1868053,-65.4973135,-62.2976847,8.928913283230488,39.50798605157809
1760688841.958151,2025-10-17 10:14:01,13.565000,-62.1868053,-65.4973135,-62.299762,-62.1868053,-65.4973135,-62.299762,8.870658050864424,39.47955838237441
1760688841.966150,2025-10-17 10:14:01,13.572999,-62.1868053,-71.263537,-62.299762,-62.1868053,-71.263537,-62.299762,8.812794948243345,39.45113665290344
1760688841.982151,2025-10-17 10:14:01,13.589000,-62.1918374,-71.263537,-62.299762,-62.1918374,-71.263537,-62.299762,8.697992970031379,39.39419052320141
1760688842.010172,2025-10-17 10:14:02,13.617021,-62.1918374,-71.263537,-62.2997631,-62.1918374,-71.263537,-62.2997631,8.500048859665297,39.29421422116886
1760688842.016171,2025-10-17 10:14:02,13.623020,-62.1918374,-63.3987614,-62.2997631,-62.1918374,-63.3987614,-62.2997631,8.458450107337747,39.27290791940209
1760688842.048175,2025-10-17 10:14:02,13.655024,-62.1873275,-63.3987614,-62.2997631,-62.1873275,-63.3987614,-62.2997631,8.238780953108282,39.15862956296097
1760688842.054173,2025-10-17 10:14:02,13.661022,-62.1873275,-63.3987614,-62.2844383,-62.1873275,-63.3987614,-62.2844383,8.198467233031863,39.137326652546044
1760688842.066171,2025-10-17 10:14:02,13.673020,-62.1873275,-73.7136052,-62.2844383,-62.1873275,-73.7136052,-62.2844383,8.118318406412902,39.09466080663987
1760688842.101192,2025-10-17 10:14:02,13.708040,-62.1872681,-73.7136052,-62.2844383,-62.1872681,-73.7136052,-62.2844383,7.887750555096461,38.96953167874065
1760688842.107190,2025-10-17 10:14:02,13.714039,-62.1872681,-73.7136052,-62.2931992,-62.1872681,-73.7136052,-62.2931992,7.849148355605586,38.94822537697388
1760688842.116189,2025-10-17 10:14:02,13.723038,-62.1872681,-70.3321577,-62.2931992,-62.1872681,-70.3321577,-62.2931992,7.79155995950702,38.916244171053705
1760688842.148191,2025-10-17 10:14:02,13.755040,-62.2043515,-70.3321577,-62.2931992,-62.2043515,-70.3321577,-62.2931992,7.5892251703523845,38.801974384227975
1760688842.152192,2025-10-17 10:14:02,13.759041,-62.2043515,-70.3321577,-62.2799608,-62.2043515,-70.3321577,-62.2799608,7.564440945310419,38.7877683674275
1760688842.166190,2025-10-17 10:14:02,13.773039,-62.2043515,-77.1044866,-62.2799608,-62.2043515,-77.1044866,-62.2799608,7.478200877360128,38.73797126872938
1760688842.199210,2025-10-17 10:14:02,13.806059,-62.2096188,-77.1044866,-62.2799608,-62.2096188,-77.1044866,-62.2799608,7.277863258387582,38.620038914967665
1760688842.203215,2025-10-17 10:14:02,13.810064,-62.2096188,-77.1044866,-62.2842836,-62.2096188,-77.1044866,-62.2842836,7.254071796726609,38.60581849668441
1760688842.222218,2025-10-17 10:14:02,13.829067,-62.2096188,-71.2078092,-62.2842836,-62.2096188,-71.2078092,-62.2842836,7.141916327069746,38.538147577995296
1760688842.247215,2025-10-17 10:14:02,13.854064,-62.1946026,-71.2078092,-62.2757192,-62.1946026,-71.2078092,-62.2757192,6.996837753970121,38.44901803400144
1760688842.287225,2025-10-17 10:14:02,13.894073,-62.1946026,-75.7630602,-62.2757192,-62.1946026,-75.7630602,-62.2757192,6.7700443229772915,38.30591511988165
1760688842.298226,2025-10-17 10:14:02,13.905075,-62.189079,-75.7630602,-62.2909353,-62.189079,-75.7630602,-62.2909353,6.709344991392384,38.26680123669864
1760688842.336735,2025-10-17 10:14:02,13.943584,-62.189079,-66.2134669,-62.2909353,-62.189079,-66.2134669,-62.2909353,6.499960875974403,38.12910742581384
1760688842.343735,2025-10-17 10:14:02,13.950584,-62.1971389,-66.2134669,-62.2888343,-62.1971389,-66.2134669,-62.2888343,6.462849344450732,38.10424032197419
1760688842.380736,2025-10-17 10:14:02,13.987585,-62.1971389,-69.2507547,-62.2888343,-62.1971389,-69.2507547,-62.2888343,6.268999430405828,37.97198230379457
1760688842.382737,2025-10-17 10:14:02,13.989586,-62.2104226,-69.2507547,-62.2888343,-62.2104226,-69.2507547,-62.2888343,6.258760700828753,37.96488346936529
1760688842.392739,2025-10-17 10:14:02,13.999588,-62.2104226,-69.2507547,-62.2846812,-62.2104226,-69.2507547,-62.2846812,6.2077317790662985,37.92932943851299
1760688842.429760,2025-10-17 10:14:02,14.036609,-62.2104226,-78.712794,-62.2846812,-62.2104226,-78.712794,-62.2846812,6.021431592736326,37.796997568577424
1760688842.431762,2025-10-17 10:14:02,14.038611,-62.2092652,-78.712794,-62.2846812,-62.2092652,-78.712794,-62.2846812,6.0115878254211035,37.789891962525864
1760688842.442759,2025-10-17 10:14:02,14.049608,-62.2092652,-78.712794,-62.2955558,-62.2092652,-78.712794,-62.2955558,5.957713190208226,37.75079592046516
1760688842.477760,2025-10-17 10:14:02,14.084609,-62.2092652,-68.5390949,-62.2955558,-62.2092652,-68.5390949,-62.2955558,5.7886023302109955,37.62573715100197
1760688842.481761,2025-10-17 10:14:02,14.088610,-62.1953155,-68.5390949,-62.2955558,-62.1953155,-68.5390949,-62.2955558,5.769698421101688,37.6115311342015
1760688842.504274,2025-10-17 10:14:02,14.111123,-62.1953155,-68.5390949,-62.309516,-62.1953155,-68.5390949,-62.309516,5.664089089194239,37.53130075656496
1760688842.518783,2025-10-17 10:14:02,14.125632,-62.1953155,-72.0997282,-62.309516,-62.1953155,-72.0997282,-62.309516,5.597161043416599,37.47967802754683
1760688842.531784,2025-10-17 10:14:02,14.138633,-62.2131598,-72.0997282,-62.309516,-62.2131598,-72.0997282,-62.309516,5.5378805104322915,37.43343580838999
1760688842.542784,2025-10-17 10:14:02,14.149633,-62.2131598,-72.0997282,-62.3228561,-62.2131598,-72.0997282,-62.3228561,5.488237187345703,37.39432872182932
1760688842.572789,2025-10-17 10:14:02,14.179638,-62.2131598,-68.9010862,-62.3228561,-62.2131598,-68.9010862,-62.3228561,5.354549769214945,37.28722959581344
1760688842.581784,2025-10-17 10:14:02,14.188633,-62.21659,-68.9010862,-62.3228561,-62.21659,-68.9010862,-62.3228561,5.315281648841028,37.255262820854114
1760688842.609301,2025-10-17 10:14:02,14.216150,-62.21659,-68.9010862,-62.3066867,-62.21659,-68.9010862,-62.3066867,5.196486925293628,37.15709838909881
