time_epoch_s,time_local,t_elapsed_s,meas1_raw_dBm,meas2_raw_dBm,meas3_raw_dBm,meas1_corr_dBm,meas2_corr_dBm,meas3_corr_dBm,sim_W,sim_dBm
1760685810.319585,2025-10-17 09:23:30,386.746933,,-69.7205228,,,-69.7205228,,,
1760685810.333586,2025-10-17 09:23:30,386.760934,-62.1066055,-69.7205228,-62.4293668,-62.1066055,-69.7205228,-62.4293668,0.1518106043719402,21.81302109236428
1760685810.373589,2025-10-17 09:23:30,386.800937,-62.1066055,-68.3354405,-62.4293668,-62.1066055,-68.3354405,-62.4293668,0.14689061641912965,21.669940533290198
1760685810.384096,2025-10-17 09:23:30,386.811444,-62.0308029,-68.3354405,-62.4293668,-62.0308029,-68.3354405,-62.4293668,0.1456327111557422,21.632589345845147
1760685810.388096,2025-10-17 09:23:30,386.815444,-62.0308029,-68.3354405,-62.5483934,-62.0308029,-68.3354405,-62.5483934,0.14515725821128922,21.618387564770366
1760685810.418097,2025-10-17 09:23:30,386.845445,-62.0308029,-69.0595062,-62.5483934,-62.0308029,-69.0595062,-62.5483934,0.14162200143095402,21.511307276320778
1760685810.438097,2025-10-17 09:23:30,386.865445,-62.084717,-69.0595062,-62.5483934,-62.084717,-69.0595062,-62.5483934,0.13931779344209755,21.440065873515884
1760685810.443100,2025-10-17 09:23:30,386.870449,-62.084717,-69.0595062,-62.611991,-62.084717,-69.0595062,-62.611991,0.1387490257188875,21.42229942235099
1760685810.459098,2025-10-17 09:23:30,386.886446,-62.084717,-78.3165739,-62.611991,-62.084717,-78.3165739,-62.611991,0.13694192736819907,21.365364359855356
1760685810.489126,2025-10-17 09:23:30,386.916475,-62.0600126,-78.3165739,-62.611991,-62.0600126,-78.3165739,-62.611991,0.13360364392376645,21.258183033072132
1760685810.499124,2025-10-17 09:23:30,386.926472,-62.0600126,-68.5826837,-62.7475389,-62.0600126,-68.5826837,-62.7475389,0.13251486506592192,21.222645986803265
1760685810.539122,2025-10-17 09:23:30,386.966470,-62.04954,-68.5826837,-62.7475389,-62.04954,-68.5826837,-62.7475389,0.12822081125078916,21.079585203298578
1760685810.549124,2025-10-17 09:23:30,386.976472,-62.04954,-68.5826837,-62.7424243,-62.04954,-68.5826837,-62.7424243,0.12717542632327053,21.04403202167623
1760685810.553123,2025-10-17 09:23:30,386.980471,-62.04954,-66.8577006,-62.7424243,-62.04954,-66.8577006,-62.7424243,0.12676037997271244,21.029835323469545
1760685810.591636,2025-10-17 09:23:30,387.018984,-62.0015635,-66.8577006,-62.7424243,-62.0015635,-66.8577006,-62.7424243,0.12280409879016556,20.89212862344599
1760685810.601146,2025-10-17 09:23:30,387.028494,-62.0015635,-66.8577006,-62.7630759,-62.0015635,-66.8577006,-62.7630759,0.12185206471506213,20.85832892460104
1760685810.610148,2025-10-17 09:23:30,387.037497,-62.0015635,-66.6419657,-62.7630759,-62.0015635,-66.6419657,-62.7630759,0.1209576466936243,20.826333287696045
1760685810.626145,2025-10-17 09:23:30,387.053493,-62.0392318,-66.6419657,-62.7630759,-62.0392318,-66.6419657,-62.7630759,0.11938231404716582,20.769399927846294
1760685810.658145,2025-10-17 09:23:30,387.085493,-62.0392318,-66.6419657,-62.7063429,-62.0392318,-66.6419657,-62.7063429,0.11628232312853654,20.655136996706794
1760685810.666146,2025-10-17 09:23:30,387.093494,-62.0386751,-68.1108553,-62.7063429,-62.0386751,-68.1108553,-62.7063429,0.11552359044190767,20.626706781902143
1760685810.708169,2025-10-17 09:23:30,387.135517,-62.0386751,-68.1108553,-62.6400422,-62.0386751,-68.1108553,-62.6400422,0.11159227851721319,20.476341451985068
1760685810.717168,2025-10-17 09:23:30,387.144516,-62.0386751,-69.8543049,-62.6400422,-62.0386751,-69.8543049,-62.6400422,0.11077351576799047,20.444359397184094
1760685810.721171,2025-10-17 09:23:30,387.148519,-62.1124128,-69.8543049,-62.6400422,-62.1124128,-69.8543049,-62.6400422,0.11041167520008975,20.430149991801585
1760685810.751169,2025-10-17 09:23:30,387.178517,-62.1124128,-69.8543049,-62.7026851,-62.1124128,-69.8543049,-62.7026851,0.10772282669299262,20.32307740961734
